,NUTS1,name,date,week,mobility_change,mobility_change_7day_average,mobility_change_weekly
9030,DEC,Saarland,2020-03-15,11,-0.0579,-0.0957,-0.0073
9031,DEC,Saarland,2020-03-16,12,-0.0762,-0.1352,-0.2826
9032,DEC,Saarland,2020-03-17,12,-0.1663,-0.1768,-0.2826
9033,DEC,Saarland,2020-03-18,12,-0.2437,-0.2372,-0.2826
9034,DEC,Saarland,2020-03-19,12,-0.2856,-0.2983,-0.2826
9035,DEC,Saarland,2020-03-20,12,-0.2898,-0.3386,-0.2826
9036,DEC,Saarland,2020-03-21,12,-0.5405,-0.3702,-0.2826
9037,DEC,Saarland,2020-03-22,12,-0.4856,-0.3919,-0.2826
9038,DEC,Saarland,2020-03-23,13,-0.3589,-0.4082,-0.3951
9039,DEC,Saarland,2020-03-24,13,-0.3875,-0.4209,-0.3951
9040,DEC,Saarland,2020-03-25,13,-0.3952,-0.3983,-0.3951
9041,DEC,Saarland,2020-03-26,13,-0.4002,-0.401,-0.3951
9042,DEC,Saarland,2020-03-27,13,-0.3782,-0.3959,-0.3951
9043,DEC,Saarland,2020-03-28,13,-0.3828,-0.3916,-0.3951
9044,DEC,Saarland,2020-03-29,13,-0.504,-0.3835,-0.3951
9045,DEC,Saarland,2020-03-30,14,-0.3231,-0.3729,-0.336
9046,DEC,Saarland,2020-03-31,14,-0.3575,-0.361,-0.336
9833,DED,Sachsen,2020-03-01,9,0.0166,0.026,0.0712
9834,DED,Sachsen,2020-03-02,10,0.0024,0.0148,-0.007
9835,DED,Sachsen,2020-03-03,10,-0.0311,0.0047,-0.007
9836,DED,Sachsen,2020-03-04,10,-0.0011,-0.0088,-0.007
9837,DED,Sachsen,2020-03-05,10,0.0045,-0.0056,-0.007
9838,DED,Sachsen,2020-03-06,10,0.0029,-0.0042,-0.007
9839,DED,Sachsen,2020-03-07,10,-0.0559,-0.0023,-0.007
9840,DED,Sachsen,2020-03-08,10,0.0394,-0.0064,-0.007
9841,DED,Sachsen,2020-03-09,11,0.0122,-0.008,-0.0212
9842,DED,Sachsen,2020-03-10,11,-0.0183,-0.0093,-0.0212
9843,DED,Sachsen,2020-03-11,11,-0.0298,-0.0122,-0.0212
9844,DED,Sachsen,2020-03-12,11,-0.0064,-0.0243,-0.0212
9845,DED,Sachsen,2020-03-13,11,-0.0063,-0.0336,-0.0212
9846,DED,Sachsen,2020-03-14,11,-0.076,-0.0494,-0.0212
9847,DED,Sachsen,2020-03-15,11,-0.0455,-0.0636,-0.0212
9848,DED,Sachsen,2020-03-16,12,-0.0527,-0.0926,-0.2096
9849,DED,Sachsen,2020-03-17,12,-0.1289,-0.1334,-0.2096
9850,DED,Sachsen,2020-03-18,12,-0.1296,-0.1791,-0.2096
9851,DED,Sachsen,2020-03-19,12,-0.2092,-0.2232,-0.2096
9852,DED,Sachsen,2020-03-20,12,-0.2917,-0.2648,-0.2096
9853,DED,Sachsen,2020-03-21,12,-0.3962,-0.2978,-0.2096
9854,DED,Sachsen,2020-03-22,12,-0.3541,-0.3307,-0.2096
9855,DED,Sachsen,2020-03-23,13,-0.344,-0.3527,-0.3745
9856,DED,Sachsen,2020-03-24,13,-0.3594,-0.3597,-0.3745
9857,DED,Sachsen,2020-03-25,13,-0.3601,-0.3581,-0.3745
9858,DED,Sachsen,2020-03-26,13,-0.363,-0.3857,-0.3745
9859,DED,Sachsen,2020-03-27,13,-0.341,-0.3858,-0.3745
9860,DED,Sachsen,2020-03-28,13,-0.3852,-0.386,-0.3745
9861,DED,Sachsen,2020-03-29,13,-0.5474,-0.3836,-0.3745
9862,DED,Sachsen,2020-03-30,14,-0.3447,-0.379,-0.3471
9863,DED,Sachsen,2020-03-31,14,-0.3605,-0.3724,-0.3471
10650,DEE,Sachsen-Anhalt,2020-03-01,9,0.0736,0.0723,0.0915
10651,DEE,Sachsen-Anhalt,2020-03-02,10,0.06,0.0685,0.053
10652,DEE,Sachsen-Anhalt,2020-03-03,10,0.0324,0.0577,0.053
10653,DEE,Sachsen-Anhalt,2020-03-04,10,0.0581,0.0504,0.053
10654,DEE,Sachsen-Anhalt,2020-03-05,10,0.0587,0.0572,0.053
10655,DEE,Sachsen-Anhalt,2020-03-06,10,0.0368,0.0602,0.053
10656,DEE,Sachsen-Anhalt,2020-03-07,10,0.0331,0.0594,0.053
10657,DEE,Sachsen-Anhalt,2020-03-08,10,0.1213,0.0577,0.053
10658,DEE,Sachsen-Anhalt,2020-03-09,11,0.0813,0.0564,0.0369
10659,DEE,Sachsen-Anhalt,2020-03-10,11,0.0267,0.0531,0.0369
10660,DEE,Sachsen-Anhalt,2020-03-11,11,0.0459,0.0468,0.0369
10661,DEE,Sachsen-Anhalt,2020-03-12,11,0.0498,0.0368,0.0369
10662,DEE,Sachsen-Anhalt,2020-03-13,11,0.0133,0.0265,0.0369
10663,DEE,Sachsen-Anhalt,2020-03-14,11,-0.0108,0.0134,0.0369
10664,DEE,Sachsen-Anhalt,2020-03-15,11,0.0517,-0.0053,0.0369
10665,DEE,Sachsen-Anhalt,2020-03-16,12,0.0092,-0.0332,-0.1409
10666,DEE,Sachsen-Anhalt,2020-03-17,12,-0.0653,-0.0675,-0.1409
10667,DEE,Sachsen-Anhalt,2020-03-18,12,-0.0851,-0.1091,-0.1409
10668,DEE,Sachsen-Anhalt,2020-03-19,12,-0.1452,-0.1511,-0.1409
10669,DEE,Sachsen-Anhalt,2020-03-20,12,-0.227,-0.1852,-0.1409
10670,DEE,Sachsen-Anhalt,2020-03-21,12,-0.3022,-0.2123,-0.1409
10671,DEE,Sachsen-Anhalt,2020-03-22,12,-0.2421,-0.2365,-0.1409
10672,DEE,Sachsen-Anhalt,2020-03-23,13,-0.2294,-0.2524,-0.2705
10673,DEE,Sachsen-Anhalt,2020-03-24,13,-0.2553,-0.2568,-0.2705
10674,DEE,Sachsen-Anhalt,2020-03-25,13,-0.2547,-0.2535,-0.2705
10675,DEE,Sachsen-Anhalt,2020-03-26,13,-0.2559,-0.2827,-0.2705
10676,DEE,Sachsen-Anhalt,2020-03-27,13,-0.2579,-0.2869,-0.2705
10677,DEE,Sachsen-Anhalt,2020-03-28,13,-0.2791,-0.2856,-0.2705
10678,DEE,Sachsen-Anhalt,2020-03-29,13,-0.4469,-0.2839,-0.2705
10679,DEE,Sachsen-Anhalt,2020-03-30,14,-0.2584,-0.2813,-0.242
10680,DEE,Sachsen-Anhalt,2020-03-31,14,-0.2461,-0.2673,-0.242
11467,DEF,Schleswig-Holstein,2020-03-01,9,-0.0288,0.0148,0.0228
11468,DEF,Schleswig-Holstein,2020-03-02,10,0.0102,0.0155,0.0091
11469,DEF,Schleswig-Holstein,2020-03-03,10,-0.0019,0.0066,0.0091
11470,DEF,Schleswig-Holstein,2020-03-04,10,0.0334,0.0076,0.0091
11471,DEF,Schleswig-Holstein,2020-03-05,10,0.0271,0.0077,0.0091
11472,DEF,Schleswig-Holstein,2020-03-06,10,-0.0114,0.0116,0.0091
11473,DEF,Schleswig-Holstein,2020-03-07,10,0.0245,0.0088,0.0091
11474,DEF,Schleswig-Holstein,2020-03-08,10,-0.0281,0.0088,0.0091
11475,DEF,Schleswig-Holstein,2020-03-09,11,0.0375,0.0033,-0.0247
11476,DEF,Schleswig-Holstein,2020-03-10,11,-0.0214,0.0001,-0.0247
11477,DEF,Schleswig-Holstein,2020-03-11,11,0.0334,-0.0118,-0.0247
11478,DEF,Schleswig-Holstein,2020-03-12,11,-0.0112,-0.0332,-0.0247
11479,DEF,Schleswig-Holstein,2020-03-13,11,-0.0341,-0.0555,-0.0247
11480,DEF,Schleswig-Holstein,2020-03-14,11,-0.0586,-0.0821,-0.0247
11481,DEF,Schleswig-Holstein,2020-03-15,11,-0.1779,-0.1249,-0.0247
11482,DEF,Schleswig-Holstein,2020-03-16,12,-0.1185,-0.1639,-0.2763
11483,DEF,Schleswig-Holstein,2020-03-17,12,-0.2079,-0.2052,-0.2763
11484,DEF,Schleswig-Holstein,2020-03-18,12,-0.266,-0.2505,-0.2763
11485,DEF,Schleswig-Holstein,2020-03-19,12,-0.2847,-0.2849,-0.2763
11486,DEF,Schleswig-Holstein,2020-03-20,12,-0.3228,-0.3164,-0.2763
11487,DEF,Schleswig-Holstein,2020-03-21,12,-0.3759,-0.3378,-0.2763
11488,DEF,Schleswig-Holstein,2020-03-22,12,-0.4185,-0.3474,-0.2763
11489,DEF,Schleswig-Holstein,2020-03-23,13,-0.3393,-0.3551,-0.3579
11490,DEF,Schleswig-Holstein,2020-03-24,13,-0.3572,-0.3592,-0.3579
11491,DEF,Schleswig-Holstein,2020-03-25,13,-0.3337,-0.3555,-0.3579
11492,DEF,Schleswig-Holstein,2020-03-26,13,-0.3385,-0.3641,-0.3579
11493,DEF,Schleswig-Holstein,2020-03-27,13,-0.3514,-0.3647,-0.3579
11494,DEF,Schleswig-Holstein,2020-03-28,13,-0.3497,-0.3578,-0.3579
11495,DEF,Schleswig-Holstein,2020-03-29,13,-0.4792,-0.3622,-0.3579
11496,DEF,Schleswig-Holstein,2020-03-30,14,-0.343,-0.3641,-0.3424
11497,DEF,Schleswig-Holstein,2020-03-31,14,-0.3092,-0.3542,-0.3424
12284,DEG,Thüringen,2020-03-01,9,0.016,0.0124,0.0242
12285,DEG,Thüringen,2020-03-02,10,0.0215,0.0094,-0.0059
12286,DEG,Thüringen,2020-03-03,10,-0.0139,-0.0009,-0.0059
12287,DEG,Thüringen,2020-03-04,10,-0.0121,-0.0083,-0.0059
12288,DEG,Thüringen,2020-03-05,10,-0.0079,-0.0024,-0.0059
12289,DEG,Thüringen,2020-03-06,10,-0.024,-0.0022,-0.0059
12290,DEG,Thüringen,2020-03-07,10,-0.038,-0.0047,-0.0059
12291,DEG,Thüringen,2020-03-08,10,0.0577,-0.007,-0.0059
12292,DEG,Thüringen,2020-03-09,11,0.0229,-0.007,-0.0158
12293,DEG,Thüringen,2020-03-10,11,-0.0314,-0.0061,-0.0158
12294,DEG,Thüringen,2020-03-11,11,-0.0281,-0.0096,-0.0158
12295,DEG,Thüringen,2020-03-12,11,-0.0079,-0.0144,-0.0158
12296,DEG,Thüringen,2020-03-13,11,-0.0179,-0.0165,-0.0158
12297,DEG,Thüringen,2020-03-14,11,-0.0626,-0.0304,-0.0158
12298,DEG,Thüringen,2020-03-15,11,0.024,-0.0474,-0.0158
12299,DEG,Thüringen,2020-03-16,12,0.0081,-0.0729,-0.1942
12300,DEG,Thüringen,2020-03-17,12,-0.1287,-0.1111,-0.1942
12301,DEG,Thüringen,2020-03-18,12,-0.1466,-0.1593,-0.1942
12302,DEG,Thüringen,2020-03-19,12,-0.1867,-0.2069,-0.1942
12303,DEG,Thüringen,2020-03-20,12,-0.2854,-0.2494,-0.1942
12304,DEG,Thüringen,2020-03-21,12,-0.3996,-0.2762,-0.1942
12305,DEG,Thüringen,2020-03-22,12,-0.3096,-0.3008,-0.1942
12306,DEG,Thüringen,2020-03-23,13,-0.2894,-0.3204,-0.3245
12307,DEG,Thüringen,2020-03-24,13,-0.3162,-0.3238,-0.3245
12308,DEG,Thüringen,2020-03-25,13,-0.3188,-0.3101,-0.3245
12309,DEG,Thüringen,2020-03-26,13,-0.3239,-0.3344,-0.3245
12310,DEG,Thüringen,2020-03-27,13,-0.3089,-0.3358,-0.3245
12311,DEG,Thüringen,2020-03-28,13,-0.3037,-0.3352,-0.3245
12312,DEG,Thüringen,2020-03-29,13,-0.4797,-0.3292,-0.3245
12313,DEG,Thüringen,2020-03-30,14,-0.2993,-0.3207,-0.2799
12314,DEG,Thüringen,2020-03-31,14,-0.3122,-0.3095,-0.2799
