X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	X7	Y7	ProbId7	X8	Y8	ProbId8	
618.87	613.11	1	602.65	545.9	0.98052	758.95	410.15	0.76694	869.22	204.64	0.99959	1300.3	625.83	1	1308.4	585.22	1	1247.1	422.35	1	1072.8	690.04	1
617.25	602.74	1	600.52	541.25	0.98052	755.79	409.38	0.76694	874.73	205.63	0.99959	1299	628.98	1	1307.1	592.63	1	1247.4	412.93	1	1073.7	684.88	1
617.26	591.58	1	600.45	536.34	0.98052	754.39	409.09	0.76694	879.39	205.94	0.99959	1298.2	636.37	1	1307.5	599.98	1	1246.9	405.71	1	1074	682.18	1
617.55	581.37	1	601.21	528.96	0.98052	750.55	408.14	0.76694	884.46	206.04	0.99959	1297.4	642.08	1	1309.8	608.91	1	1242.9	397.97	1	1074.7	678.4	1
621.46	572.41	1	602.35	518.24	0.98052	749.84	408.11	0.76694	887.71	206.14	0.99959	1297.4	647.07	1	1311.5	616.09	1	1238	389.82	1	1075.1	675.41	1
625	562.96	1	603.83	510.13	0.98052	745.52	408.88	0.76694	892.3	206.3	0.99959	1296.9	653.4	1	1313	623.04	1	1233.5	381.64	1	1075.4	673.17	1
628.22	554.26	1	605.55	502.96	0.98052	736.71	409.98	0.76694	894.5	206.45	0.99959	1295.6	654.59	1	1314.8	630.65	1	1229.8	375.82	1	1075.7	670.9	1
631.63	546.72	1	607.41	495.54	0.98052	728.42	411.44	0.76694	896.79	206.7	0.99959	1295.3	659.82	1	1313.1	637.35	1	1226.3	370.03	1	1075.8	668.13	1
634.55	538.74	1	609.17	490.15	0.98052	722.94	412.55	0.76694	901.11	207.55	0.99959	1295	662.1	1	1309.5	655.22	1	1223.4	365.7	1	1073.9	663.2	1
637.17	532.06	1	610.59	484.02	0.98052	715.98	414.08	0.76694	906.41	207.2	0.99959	1294.4	665.49	1	1309.8	667.38	1	1215.5	361	1	1071.7	655.51	1
639.25	526.52	1	612.19	478.83	0.98052	710.7	415.22	0.76694	911.66	206.9	0.99959	1294.1	667.28	1	1308.4	675.99	1	1205.1	353.16	1	1069.7	648.71	1
